Iteration 0, D_loss = 1.3577,G_loss = 0.7575,train acc = 0.1131, test acc = 0.0938,best acc = 0.0938,lr = 0.00030000 
Iteration 398, D_loss = 0.6555,G_loss = 2.7517,train acc = 0.0763, test acc = 0.0693,best acc = 0.1099,lr = 0.00030000 
Iteration 399, D_loss = 0.6309,G_loss = 2.8404,train acc = 0.0769, test acc = 0.0742,best acc = 0.1099,lr = 0.00030000 
Iteration 400, D_loss = 0.6599,G_loss = 2.8213,train acc = 0.0814, test acc = 0.0754,best acc = 0.1099,lr = 0.00030000 
Iteration 401, D_loss = 0.6342,G_loss = 2.8140,train acc = 0.0763, test acc = 0.0701,best acc = 0.1099,lr = 0.00030000 
Iteration 402, D_loss = 0.6563,G_loss = 2.7810,train acc = 0.0715, test acc = 0.0684,best acc = 0.1099,lr = 0.00030000 
Iteration 403, D_loss = 0.6518,G_loss = 2.7563,train acc = 0.0748, test acc = 0.0673,best acc = 0.1099,lr = 0.00030000 
Iteration 404, D_loss = 0.6547,G_loss = 2.6704,train acc = 0.0766, test acc = 0.0683,best acc = 0.1099,lr = 0.00030000 
Iteration 405, D_loss = 0.6614,G_loss = 2.7094,train acc = 0.0733, test acc = 0.0675,best acc = 0.1099,lr = 0.00030000 
Iteration 406, D_loss = 0.6637,G_loss = 2.7607,train acc = 0.0733, test acc = 0.0779,best acc = 0.1099,lr = 0.00030000 
Iteration 407, D_loss = 0.6503,G_loss = 2.8404,train acc = 0.0743, test acc = 0.0753,best acc = 0.1099,lr = 0.00030000 
Iteration 408, D_loss = 0.6836,G_loss = 2.7458,train acc = 0.0797, test acc = 0.0841,best acc = 0.1099,lr = 0.00030000 
Iteration 409, D_loss = 0.6604,G_loss = 2.7357,train acc = 0.0762, test acc = 0.0745,best acc = 0.1099,lr = 0.00030000 
Iteration 410, D_loss = 0.6583,G_loss = 2.7278,train acc = 0.0808, test acc = 0.0807,best acc = 0.1099,lr = 0.00030000 
Iteration 411, D_loss = 0.6631,G_loss = 2.7028,train acc = 0.0834, test acc = 0.0750,best acc = 0.1099,lr = 0.00030000 
Iteration 412, D_loss = 0.6663,G_loss = 2.8049,train acc = 0.0834, test acc = 0.0841,best acc = 0.1099,lr = 0.00030000 
Iteration 413, D_loss = 0.6578,G_loss = 2.7217,train acc = 0.0905, test acc = 0.0950,best acc = 0.1099,lr = 0.00030000 
Iteration 414, D_loss = 0.6508,G_loss = 2.7985,train acc = 0.0898, test acc = 0.0902,best acc = 0.1099,lr = 0.00030000 
Iteration 415, D_loss = 0.6757,G_loss = 2.7721,train acc = 0.0867, test acc = 0.0869,best acc = 0.1099,lr = 0.00030000 
Iteration 416, D_loss = 0.6593,G_loss = 2.7863,train acc = 0.0803, test acc = 0.0707,best acc = 0.1099,lr = 0.00030000 
Iteration 417, D_loss = 0.6434,G_loss = 2.6798,train acc = 0.0749, test acc = 0.0790,best acc = 0.1099,lr = 0.00030000 
Iteration 418, D_loss = 0.6527,G_loss = 2.8391,train acc = 0.0803, test acc = 0.0664,best acc = 0.1099,lr = 0.00030000 
Iteration 419, D_loss = 0.6543,G_loss = 2.7160,train acc = 0.0776, test acc = 0.0691,best acc = 0.1099,lr = 0.00030000 
Iteration 420, D_loss = 0.6412,G_loss = 2.8072,train acc = 0.0836, test acc = 0.0848,best acc = 0.1099,lr = 0.00030000 
Iteration 421, D_loss = 0.6815,G_loss = 2.7805,train acc = 0.0842, test acc = 0.0733,best acc = 0.1099,lr = 0.00030000 
Iteration 422, D_loss = 0.6578,G_loss = 2.7995,train acc = 0.0844, test acc = 0.0836,best acc = 0.1099,lr = 0.00030000 
Iteration 423, D_loss = 0.6672,G_loss = 2.7745,train acc = 0.0796, test acc = 0.0738,best acc = 0.1099,lr = 0.00030000 
Iteration 424, D_loss = 0.6713,G_loss = 2.6922,train acc = 0.0768, test acc = 0.0885,best acc = 0.1099,lr = 0.00030000 
Iteration 425, D_loss = 0.6601,G_loss = 2.7079,train acc = 0.0820, test acc = 0.0744,best acc = 0.1099,lr = 0.00030000 
Iteration 426, D_loss = 0.6386,G_loss = 2.8235,train acc = 0.0815, test acc = 0.0696,best acc = 0.1099,lr = 0.00030000 
Iteration 427, D_loss = 0.6449,G_loss = 2.8008,train acc = 0.0852, test acc = 0.0865,best acc = 0.1099,lr = 0.00030000 
Iteration 428, D_loss = 0.6415,G_loss = 2.8678,train acc = 0.0859, test acc = 0.0799,best acc = 0.1099,lr = 0.00030000 
Iteration 429, D_loss = 0.6501,G_loss = 2.8564,train acc = 0.0857, test acc = 0.0808,best acc = 0.1099,lr = 0.00030000 
Iteration 430, D_loss = 0.6127,G_loss = 2.8533,train acc = 0.0872, test acc = 0.0748,best acc = 0.1099,lr = 0.00030000 
Iteration 431, D_loss = 0.6223,G_loss = 2.9545,train acc = 0.0755, test acc = 0.0761,best acc = 0.1099,lr = 0.00030000 
Iteration 432, D_loss = 0.6648,G_loss = 2.7340,train acc = 0.0773, test acc = 0.0777,best acc = 0.1099,lr = 0.00030000 
Iteration 433, D_loss = 0.6352,G_loss = 2.8472,train acc = 0.0812, test acc = 0.0864,best acc = 0.1099,lr = 0.00030000 
Iteration 434, D_loss = 0.6303,G_loss = 2.9599,train acc = 0.0852, test acc = 0.0744,best acc = 0.1099,lr = 0.00030000 
Iteration 435, D_loss = 0.6308,G_loss = 2.9026,train acc = 0.0798, test acc = 0.0773,best acc = 0.1099,lr = 0.00030000 
Iteration 436, D_loss = 0.6415,G_loss = 2.8203,train acc = 0.0807, test acc = 0.0778,best acc = 0.1099,lr = 0.00030000 
Iteration 437, D_loss = 0.6258,G_loss = 2.8769,train acc = 0.0783, test acc = 0.0753,best acc = 0.1099,lr = 0.00030000 
Iteration 438, D_loss = 0.6354,G_loss = 2.9218,train acc = 0.0791, test acc = 0.0826,best acc = 0.1099,lr = 0.00030000 
Iteration 439, D_loss = 0.6512,G_loss = 2.8941,train acc = 0.0770, test acc = 0.0796,best acc = 0.1099,lr = 0.00030000 
Iteration 440, D_loss = 0.6178,G_loss = 2.9240,train acc = 0.0747, test acc = 0.0781,best acc = 0.1099,lr = 0.00030000 
Iteration 441, D_loss = 0.6276,G_loss = 2.9575,train acc = 0.0849, test acc = 0.0732,best acc = 0.1099,lr = 0.00030000 
Iteration 442, D_loss = 0.6148,G_loss = 2.9087,train acc = 0.0867, test acc = 0.0857,best acc = 0.1099,lr = 0.00030000 
Iteration 443, D_loss = 0.6078,G_loss = 2.9541,train acc = 0.0868, test acc = 0.0797,best acc = 0.1099,lr = 0.00030000 
Iteration 444, D_loss = 0.6122,G_loss = 2.9471,train acc = 0.0826, test acc = 0.0776,best acc = 0.1099,lr = 0.00030000 
Iteration 445, D_loss = 0.6331,G_loss = 2.8712,train acc = 0.0822, test acc = 0.0754,best acc = 0.1099,lr = 0.00030000 
Iteration 446, D_loss = 0.6070,G_loss = 2.9265,train acc = 0.0785, test acc = 0.0728,best acc = 0.1099,lr = 0.00030000 
Iteration 447, D_loss = 0.6370,G_loss = 2.8480,train acc = 0.0809, test acc = 0.0747,best acc = 0.1099,lr = 0.00030000 
Iteration 448, D_loss = 0.6403,G_loss = 2.9140,train acc = 0.0846, test acc = 0.0795,best acc = 0.1099,lr = 0.00030000 
Iteration 449, D_loss = 0.6251,G_loss = 2.8841,train acc = 0.0757, test acc = 0.0721,best acc = 0.1099,lr = 0.00030000 
Iteration 450, D_loss = 0.6501,G_loss = 2.8334,train acc = 0.0744, test acc = 0.0808,best acc = 0.1099,lr = 0.00030000 
Iteration 451, D_loss = 0.6281,G_loss = 2.8494,train acc = 0.0764, test acc = 0.0783,best acc = 0.1099,lr = 0.00030000 
Iteration 452, D_loss = 0.6369,G_loss = 2.9628,train acc = 0.0833, test acc = 0.0790,best acc = 0.1099,lr = 0.00030000 
Iteration 453, D_loss = 0.6456,G_loss = 2.7931,train acc = 0.0784, test acc = 0.0771,best acc = 0.1099,lr = 0.00030000 
Iteration 454, D_loss = 0.6023,G_loss = 2.9264,train acc = 0.0827, test acc = 0.0779,best acc = 0.1099,lr = 0.00030000 
Iteration 455, D_loss = 0.6272,G_loss = 2.8591,train acc = 0.0819, test acc = 0.0812,best acc = 0.1099,lr = 0.00030000 
Iteration 456, D_loss = 0.6511,G_loss = 2.7480,train acc = 0.0815, test acc = 0.0744,best acc = 0.1099,lr = 0.00030000 
Iteration 457, D_loss = 0.6494,G_loss = 2.8649,train acc = 0.0871, test acc = 0.0796,best acc = 0.1099,lr = 0.00030000 
Iteration 458, D_loss = 0.6423,G_loss = 2.9254,train acc = 0.0840, test acc = 0.0777,best acc = 0.1099,lr = 0.00030000 
Iteration 459, D_loss = 0.6555,G_loss = 2.7875,train acc = 0.0936, test acc = 0.0918,best acc = 0.1099,lr = 0.00030000 
Iteration 460, D_loss = 0.6241,G_loss = 2.8378,train acc = 0.0864, test acc = 0.0859,best acc = 0.1099,lr = 0.00030000 
Iteration 461, D_loss = 0.6209,G_loss = 3.0435,train acc = 0.1028, test acc = 0.0947,best acc = 0.1099,lr = 0.00030000 
Iteration 462, D_loss = 0.6511,G_loss = 2.8514,train acc = 0.0905, test acc = 0.0869,best acc = 0.1099,lr = 0.00030000 
Iteration 463, D_loss = 0.6148,G_loss = 2.9491,train acc = 0.0801, test acc = 0.0757,best acc = 0.1099,lr = 0.00030000 
Iteration 464, D_loss = 0.6161,G_loss = 2.9320,train acc = 0.0791, test acc = 0.0779,best acc = 0.1099,lr = 0.00030000 
Iteration 465, D_loss = 0.6228,G_loss = 2.9455,train acc = 0.0863, test acc = 0.0701,best acc = 0.1099,lr = 0.00030000 
Iteration 466, D_loss = 0.6055,G_loss = 2.9547,train acc = 0.0761, test acc = 0.0751,best acc = 0.1099,lr = 0.00030000 
Iteration 467, D_loss = 0.6129,G_loss = 3.0807,train acc = 0.0866, test acc = 0.0813,best acc = 0.1099,lr = 0.00030000 
Iteration 468, D_loss = 0.5986,G_loss = 3.0010,train acc = 0.0896, test acc = 0.0800,best acc = 0.1099,lr = 0.00030000 
Iteration 469, D_loss = 0.5896,G_loss = 2.9400,train acc = 0.0841, test acc = 0.0872,best acc = 0.1099,lr = 0.00030000 
Iteration 470, D_loss = 0.6235,G_loss = 2.9697,train acc = 0.0814, test acc = 0.0686,best acc = 0.1099,lr = 0.00030000 
Iteration 471, D_loss = 0.6139,G_loss = 2.9579,train acc = 0.0749, test acc = 0.0777,best acc = 0.1099,lr = 0.00030000 
Iteration 472, D_loss = 0.5912,G_loss = 2.9559,train acc = 0.0810, test acc = 0.0691,best acc = 0.1099,lr = 0.00030000 
Iteration 473, D_loss = 0.6394,G_loss = 2.9338,train acc = 0.0737, test acc = 0.0855,best acc = 0.1099,lr = 0.00030000 
Iteration 474, D_loss = 0.6100,G_loss = 2.9589,train acc = 0.0836, test acc = 0.0784,best acc = 0.1099,lr = 0.00030000 
Iteration 475, D_loss = 0.5695,G_loss = 3.1195,train acc = 0.0912, test acc = 0.0841,best acc = 0.1099,lr = 0.00030000 
Iteration 476, D_loss = 0.6124,G_loss = 2.9968,train acc = 0.0900, test acc = 0.0994,best acc = 0.1099,lr = 0.00030000 
Iteration 477, D_loss = 0.6007,G_loss = 2.9987,train acc = 0.0896, test acc = 0.0853,best acc = 0.1099,lr = 0.00030000 
Iteration 478, D_loss = 0.5818,G_loss = 3.1041,train acc = 0.0873, test acc = 0.0789,best acc = 0.1099,lr = 0.00030000 
Iteration 479, D_loss = 0.6019,G_loss = 3.0089,train acc = 0.0826, test acc = 0.0833,best acc = 0.1099,lr = 0.00030000 
Iteration 480, D_loss = 0.5966,G_loss = 3.0027,train acc = 0.0913, test acc = 0.0861,best acc = 0.1099,lr = 0.00030000 
Iteration 481, D_loss = 0.5964,G_loss = 3.0348,train acc = 0.0864, test acc = 0.0785,best acc = 0.1099,lr = 0.00030000 
Iteration 482, D_loss = 0.5870,G_loss = 3.1023,train acc = 0.0858, test acc = 0.0850,best acc = 0.1099,lr = 0.00030000 
Iteration 483, D_loss = 0.6044,G_loss = 3.0321,train acc = 0.0840, test acc = 0.0856,best acc = 0.1099,lr = 0.00030000 
Iteration 484, D_loss = 0.6313,G_loss = 2.9650,train acc = 0.0842, test acc = 0.0795,best acc = 0.1099,lr = 0.00030000 
Iteration 485, D_loss = 0.5958,G_loss = 2.9985,train acc = 0.0898, test acc = 0.0910,best acc = 0.1099,lr = 0.00030000 
Iteration 486, D_loss = 0.6020,G_loss = 3.0316,train acc = 0.0905, test acc = 0.0766,best acc = 0.1099,lr = 0.00030000 
Iteration 487, D_loss = 0.6068,G_loss = 3.0929,train acc = 0.0813, test acc = 0.0752,best acc = 0.1099,lr = 0.00030000 
Iteration 488, D_loss = 0.6285,G_loss = 3.0907,train acc = 0.0745, test acc = 0.0764,best acc = 0.1099,lr = 0.00030000 
Iteration 489, D_loss = 0.6156,G_loss = 2.9375,train acc = 0.0816, test acc = 0.0759,best acc = 0.1099,lr = 0.00030000 
Iteration 490, D_loss = 0.5963,G_loss = 3.0432,train acc = 0.0788, test acc = 0.0775,best acc = 0.1099,lr = 0.00030000 
Iteration 491, D_loss = 0.6188,G_loss = 2.9651,train acc = 0.0841, test acc = 0.0782,best acc = 0.1099,lr = 0.00030000 
Iteration 492, D_loss = 0.6087,G_loss = 3.0217,train acc = 0.0869, test acc = 0.0779,best acc = 0.1099,lr = 0.00030000 
Iteration 493, D_loss = 0.6075,G_loss = 3.0239,train acc = 0.0816, test acc = 0.0883,best acc = 0.1099,lr = 0.00030000 
Iteration 494, D_loss = 0.5993,G_loss = 3.1217,train acc = 0.0863, test acc = 0.0898,best acc = 0.1099,lr = 0.00030000 
Iteration 495, D_loss = 0.5998,G_loss = 3.0940,train acc = 0.0899, test acc = 0.0842,best acc = 0.1099,lr = 0.00030000 
Iteration 496, D_loss = 0.6139,G_loss = 2.9758,train acc = 0.0872, test acc = 0.0832,best acc = 0.1099,lr = 0.00030000 
Iteration 497, D_loss = 0.6004,G_loss = 3.0279,train acc = 0.0865, test acc = 0.0797,best acc = 0.1099,lr = 0.00030000 
Iteration 498, D_loss = 0.6098,G_loss = 3.0819,train acc = 0.0834, test acc = 0.0755,best acc = 0.1099,lr = 0.00030000 
Iteration 499, D_loss = 0.6060,G_loss = 2.9939,train acc = 0.0824, test acc = 0.0872,best acc = 0.1099,lr = 0.00030000 
Iteration 500, D_loss = 2.6217,G_loss = 0.0000,train acc = 0.4013, test acc = 0.5341,best acc = 0.5341,lr = 0.00030000 
Iteration 501, D_loss = 1.8555,G_loss = 0.0000,train acc = 0.5011, test acc = 0.6192,best acc = 0.6192,lr = 0.00030000 
Iteration 502, D_loss = 1.6399,G_loss = 0.0000,train acc = 0.5379, test acc = 0.6144,best acc = 0.6192,lr = 0.00030000 
Iteration 503, D_loss = 1.5447,G_loss = 0.0000,train acc = 0.5515, test acc = 0.6487,best acc = 0.6487,lr = 0.00030000 
Iteration 504, D_loss = 1.4500,G_loss = 0.0000,train acc = 0.5806, test acc = 0.6470,best acc = 0.6487,lr = 0.00030000 
Iteration 505, D_loss = 1.3843,G_loss = 0.0000,train acc = 0.5922, test acc = 0.6462,best acc = 0.6487,lr = 0.00030000 
Iteration 506, D_loss = 1.3343,G_loss = 0.0000,train acc = 0.6024, test acc = 0.6649,best acc = 0.6649,lr = 0.00030000 
Iteration 507, D_loss = 1.2999,G_loss = 0.0000,train acc = 0.6077, test acc = 0.6689,best acc = 0.6689,lr = 0.00030000 
Iteration 508, D_loss = 1.2731,G_loss = 0.0000,train acc = 0.6154, test acc = 0.6813,best acc = 0.6813,lr = 0.00030000 
Iteration 509, D_loss = 1.2344,G_loss = 0.0000,train acc = 0.6201, test acc = 0.6851,best acc = 0.6851,lr = 0.00030000 
Iteration 510, D_loss = 1.2327,G_loss = 0.0000,train acc = 0.6256, test acc = 0.6842,best acc = 0.6851,lr = 0.00030000 
Iteration 511, D_loss = 1.1905,G_loss = 0.0000,train acc = 0.6327, test acc = 0.6863,best acc = 0.6863,lr = 0.00030000 
Iteration 512, D_loss = 1.1774,G_loss = 0.0000,train acc = 0.6390, test acc = 0.6999,best acc = 0.6999,lr = 0.00030000 
Iteration 513, D_loss = 1.1632,G_loss = 0.0000,train acc = 0.6377, test acc = 0.7023,best acc = 0.7023,lr = 0.00030000 
Iteration 514, D_loss = 1.1500,G_loss = 0.0000,train acc = 0.6472, test acc = 0.7019,best acc = 0.7023,lr = 0.00030000 
Iteration 515, D_loss = 1.1117,G_loss = 0.0000,train acc = 0.6502, test acc = 0.7124,best acc = 0.7124,lr = 0.00030000 
Iteration 516, D_loss = 1.1119,G_loss = 0.0000,train acc = 0.6559, test acc = 0.7016,best acc = 0.7124,lr = 0.00030000 
Iteration 517, D_loss = 1.1139,G_loss = 0.0000,train acc = 0.6451, test acc = 0.7137,best acc = 0.7137,lr = 0.00030000 
Iteration 518, D_loss = 1.0888,G_loss = 0.0000,train acc = 0.6522, test acc = 0.7236,best acc = 0.7236,lr = 0.00030000 
Iteration 519, D_loss = 1.0843,G_loss = 0.0000,train acc = 0.6588, test acc = 0.7116,best acc = 0.7236,lr = 0.00030000 
Iteration 520, D_loss = 1.0647,G_loss = 0.0000,train acc = 0.6627, test acc = 0.7127,best acc = 0.7236,lr = 0.00030000 
Iteration 521, D_loss = 1.0770,G_loss = 0.0000,train acc = 0.6589, test acc = 0.7218,best acc = 0.7236,lr = 0.00030000 
Iteration 522, D_loss = 1.0611,G_loss = 0.0000,train acc = 0.6689, test acc = 0.7118,best acc = 0.7236,lr = 0.00030000 
Iteration 523, D_loss = 1.0486,G_loss = 0.0000,train acc = 0.6711, test acc = 0.7215,best acc = 0.7236,lr = 0.00030000 
Iteration 524, D_loss = 1.0319,G_loss = 0.0000,train acc = 0.6767, test acc = 0.7212,best acc = 0.7236,lr = 0.00030000 
Iteration 525, D_loss = 1.0177,G_loss = 0.0000,train acc = 0.6806, test acc = 0.7266,best acc = 0.7266,lr = 0.00030000 
Iteration 526, D_loss = 1.0137,G_loss = 0.0000,train acc = 0.6831, test acc = 0.7184,best acc = 0.7266,lr = 0.00030000 
Iteration 527, D_loss = 1.0170,G_loss = 0.0000,train acc = 0.6796, test acc = 0.7165,best acc = 0.7266,lr = 0.00030000 
Iteration 528, D_loss = 1.0112,G_loss = 0.0000,train acc = 0.6791, test acc = 0.7285,best acc = 0.7285,lr = 0.00030000 
Iteration 529, D_loss = 0.9819,G_loss = 0.0000,train acc = 0.6884, test acc = 0.7248,best acc = 0.7285,lr = 0.00030000 
Iteration 530, D_loss = 0.9941,G_loss = 0.0000,train acc = 0.6849, test acc = 0.7275,best acc = 0.7285,lr = 0.00030000 
Iteration 531, D_loss = 0.9733,G_loss = 0.0000,train acc = 0.6908, test acc = 0.7297,best acc = 0.7297,lr = 0.00030000 
Iteration 532, D_loss = 0.9774,G_loss = 0.0000,train acc = 0.6925, test acc = 0.7235,best acc = 0.7297,lr = 0.00030000 
Iteration 533, D_loss = 0.9742,G_loss = 0.0000,train acc = 0.6875, test acc = 0.7194,best acc = 0.7297,lr = 0.00030000 
Iteration 534, D_loss = 0.9684,G_loss = 0.0000,train acc = 0.6912, test acc = 0.7337,best acc = 0.7337,lr = 0.00030000 
Iteration 535, D_loss = 0.9700,G_loss = 0.0000,train acc = 0.6910, test acc = 0.7288,best acc = 0.7337,lr = 0.00030000 
Iteration 536, D_loss = 0.9581,G_loss = 0.0000,train acc = 0.6927, test acc = 0.7341,best acc = 0.7341,lr = 0.00030000 
Iteration 537, D_loss = 0.9527,G_loss = 0.0000,train acc = 0.6894, test acc = 0.7452,best acc = 0.7452,lr = 0.00030000 
Iteration 538, D_loss = 0.9465,G_loss = 0.0000,train acc = 0.6960, test acc = 0.7183,best acc = 0.7452,lr = 0.00030000 
Iteration 539, D_loss = 0.9453,G_loss = 0.0000,train acc = 0.6941, test acc = 0.7358,best acc = 0.7452,lr = 0.00030000 
Iteration 540, D_loss = 0.9406,G_loss = 0.0000,train acc = 0.6953, test acc = 0.7283,best acc = 0.7452,lr = 0.00030000 
Iteration 541, D_loss = 0.9275,G_loss = 0.0000,train acc = 0.7013, test acc = 0.7403,best acc = 0.7452,lr = 0.00030000 
Iteration 542, D_loss = 0.9295,G_loss = 0.0000,train acc = 0.6981, test acc = 0.7402,best acc = 0.7452,lr = 0.00030000 
Iteration 543, D_loss = 0.9334,G_loss = 0.0000,train acc = 0.6999, test acc = 0.7332,best acc = 0.7452,lr = 0.00030000 
Iteration 544, D_loss = 0.9078,G_loss = 0.0000,train acc = 0.7015, test acc = 0.7286,best acc = 0.7452,lr = 0.00030000 
Iteration 545, D_loss = 0.9087,G_loss = 0.0000,train acc = 0.7041, test acc = 0.7459,best acc = 0.7459,lr = 0.00030000 
Iteration 546, D_loss = 0.9202,G_loss = 0.0000,train acc = 0.7023, test acc = 0.7445,best acc = 0.7459,lr = 0.00030000 
Iteration 547, D_loss = 0.9050,G_loss = 0.0000,train acc = 0.7083, test acc = 0.7386,best acc = 0.7459,lr = 0.00030000 
Iteration 548, D_loss = 0.8988,G_loss = 0.0000,train acc = 0.7109, test acc = 0.7529,best acc = 0.7529,lr = 0.00030000 
Iteration 549, D_loss = 0.8950,G_loss = 0.0000,train acc = 0.7116, test acc = 0.7491,best acc = 0.7529,lr = 0.00030000 
Iteration 550, D_loss = 0.8835,G_loss = 0.0000,train acc = 0.7066, test acc = 0.7425,best acc = 0.7529,lr = 0.00030000 
Iteration 551, D_loss = 0.8865,G_loss = 0.0000,train acc = 0.7182, test acc = 0.7361,best acc = 0.7529,lr = 0.00030000 
Iteration 552, D_loss = 0.8799,G_loss = 0.0000,train acc = 0.7150, test acc = 0.7377,best acc = 0.7529,lr = 0.00030000 
Iteration 553, D_loss = 0.8959,G_loss = 0.0000,train acc = 0.7110, test acc = 0.7416,best acc = 0.7529,lr = 0.00030000 
Iteration 554, D_loss = 0.8824,G_loss = 0.0000,train acc = 0.7110, test acc = 0.7485,best acc = 0.7529,lr = 0.00030000 
Iteration 555, D_loss = 0.8680,G_loss = 0.0000,train acc = 0.7209, test acc = 0.7464,best acc = 0.7529,lr = 0.00030000 
Iteration 556, D_loss = 0.8648,G_loss = 0.0000,train acc = 0.7157, test acc = 0.7514,best acc = 0.7529,lr = 0.00030000 
Iteration 557, D_loss = 0.8791,G_loss = 0.0000,train acc = 0.7150, test acc = 0.7485,best acc = 0.7529,lr = 0.00030000 
Iteration 558, D_loss = 0.8651,G_loss = 0.0000,train acc = 0.7169, test acc = 0.7338,best acc = 0.7529,lr = 0.00030000 
Iteration 559, D_loss = 0.8597,G_loss = 0.0000,train acc = 0.7193, test acc = 0.7394,best acc = 0.7529,lr = 0.00030000 
Iteration 560, D_loss = 0.8569,G_loss = 0.0000,train acc = 0.7204, test acc = 0.7484,best acc = 0.7529,lr = 0.00030000 
Iteration 561, D_loss = 0.8510,G_loss = 0.0000,train acc = 0.7167, test acc = 0.7540,best acc = 0.7540,lr = 0.00030000 
Iteration 562, D_loss = 0.8328,G_loss = 0.0000,train acc = 0.7263, test acc = 0.7543,best acc = 0.7543,lr = 0.00030000 
Iteration 563, D_loss = 0.8481,G_loss = 0.0000,train acc = 0.7190, test acc = 0.7444,best acc = 0.7543,lr = 0.00030000 
Iteration 564, D_loss = 0.8414,G_loss = 0.0000,train acc = 0.7291, test acc = 0.7539,best acc = 0.7543,lr = 0.00030000 
Iteration 565, D_loss = 0.8460,G_loss = 0.0000,train acc = 0.7252, test acc = 0.7549,best acc = 0.7549,lr = 0.00030000 
Iteration 566, D_loss = 0.8347,G_loss = 0.0000,train acc = 0.7296, test acc = 0.7471,best acc = 0.7549,lr = 0.00030000 
Iteration 567, D_loss = 0.8418,G_loss = 0.0000,train acc = 0.7231, test acc = 0.7460,best acc = 0.7549,lr = 0.00030000 
Iteration 568, D_loss = 0.8371,G_loss = 0.0000,train acc = 0.7309, test acc = 0.7557,best acc = 0.7557,lr = 0.00030000 
Iteration 569, D_loss = 0.8190,G_loss = 0.0000,train acc = 0.7291, test acc = 0.7590,best acc = 0.7590,lr = 0.00030000 
Iteration 570, D_loss = 0.8288,G_loss = 0.0000,train acc = 0.7311, test acc = 0.7622,best acc = 0.7622,lr = 0.00030000 
Iteration 571, D_loss = 0.8374,G_loss = 0.0000,train acc = 0.7279, test acc = 0.7552,best acc = 0.7622,lr = 0.00030000 
Iteration 572, D_loss = 0.8296,G_loss = 0.0000,train acc = 0.7361, test acc = 0.7536,best acc = 0.7622,lr = 0.00030000 
Iteration 573, D_loss = 0.8196,G_loss = 0.0000,train acc = 0.7298, test acc = 0.7579,best acc = 0.7622,lr = 0.00030000 
Iteration 574, D_loss = 0.8272,G_loss = 0.0000,train acc = 0.7339, test acc = 0.7517,best acc = 0.7622,lr = 0.00030000 
Iteration 575, D_loss = 0.8050,G_loss = 0.0000,train acc = 0.7367, test acc = 0.7546,best acc = 0.7622,lr = 0.00030000 
Iteration 576, D_loss = 0.8015,G_loss = 0.0000,train acc = 0.7336, test acc = 0.7587,best acc = 0.7622,lr = 0.00030000 
Iteration 577, D_loss = 0.8099,G_loss = 0.0000,train acc = 0.7362, test acc = 0.7477,best acc = 0.7622,lr = 0.00030000 
Iteration 578, D_loss = 0.8068,G_loss = 0.0000,train acc = 0.7340, test acc = 0.7630,best acc = 0.7630,lr = 0.00030000 
Iteration 579, D_loss = 0.8015,G_loss = 0.0000,train acc = 0.7363, test acc = 0.7569,best acc = 0.7630,lr = 0.00030000 
Iteration 580, D_loss = 0.8101,G_loss = 0.0000,train acc = 0.7397, test acc = 0.7484,best acc = 0.7630,lr = 0.00030000 
Iteration 581, D_loss = 0.8113,G_loss = 0.0000,train acc = 0.7330, test acc = 0.7533,best acc = 0.7630,lr = 0.00030000 
Iteration 582, D_loss = 0.7920,G_loss = 0.0000,train acc = 0.7404, test acc = 0.7575,best acc = 0.7630,lr = 0.00030000 
Iteration 583, D_loss = 0.7890,G_loss = 0.0000,train acc = 0.7425, test acc = 0.7583,best acc = 0.7630,lr = 0.00030000 
Iteration 584, D_loss = 0.8053,G_loss = 0.0000,train acc = 0.7413, test acc = 0.7525,best acc = 0.7630,lr = 0.00030000 
Iteration 585, D_loss = 0.7917,G_loss = 0.0000,train acc = 0.7389, test acc = 0.7588,best acc = 0.7630,lr = 0.00030000 
Iteration 586, D_loss = 0.7914,G_loss = 0.0000,train acc = 0.7415, test acc = 0.7458,best acc = 0.7630,lr = 0.00030000 
Iteration 587, D_loss = 0.7978,G_loss = 0.0000,train acc = 0.7364, test acc = 0.7640,best acc = 0.7640,lr = 0.00030000 
Iteration 588, D_loss = 0.7801,G_loss = 0.0000,train acc = 0.7510, test acc = 0.7632,best acc = 0.7640,lr = 0.00030000 
Iteration 589, D_loss = 0.7732,G_loss = 0.0000,train acc = 0.7448, test acc = 0.7673,best acc = 0.7673,lr = 0.00030000 
Iteration 590, D_loss = 0.7784,G_loss = 0.0000,train acc = 0.7443, test acc = 0.7432,best acc = 0.7673,lr = 0.00030000 
Iteration 591, D_loss = 0.7806,G_loss = 0.0000,train acc = 0.7435, test acc = 0.7624,best acc = 0.7673,lr = 0.00030000 
Iteration 592, D_loss = 0.7757,G_loss = 0.0000,train acc = 0.7475, test acc = 0.7514,best acc = 0.7673,lr = 0.00030000 
Iteration 593, D_loss = 0.7942,G_loss = 0.0000,train acc = 0.7385, test acc = 0.7581,best acc = 0.7673,lr = 0.00030000 
Iteration 594, D_loss = 0.7750,G_loss = 0.0000,train acc = 0.7452, test acc = 0.7644,best acc = 0.7673,lr = 0.00030000 
Iteration 595, D_loss = 0.7802,G_loss = 0.0000,train acc = 0.7489, test acc = 0.7539,best acc = 0.7673,lr = 0.00030000 
Iteration 596, D_loss = 0.7651,G_loss = 0.0000,train acc = 0.7496, test acc = 0.7556,best acc = 0.7673,lr = 0.00030000 
